date,rendement_predit,vol_empirique,prediction,alpha(expo_crypto),rendement_observe,valeur_portefeuille,valeur_crypto
2022-11-23,0%,4%,neutral,100%,1.5437849347884023%,9312.834617305074,114.53017111978386
2022-11-24,-2%,4%,bear,50%,5.321100917431189%,9374.414598650772,120.62443710597418
2022-11-25,-2%,4%,bear,50%,1.4932802389248396%,9383.515088504817,122.425697988592
2022-11-28,0%,4%,neutral,100%,-4.659146640510058%,9369.105979569247,116.72170519363553
2022-11-29,0%,4%,neutral,100%,2.391975308641983%,9376.15885920613,119.51365956169319
2022-11-30,0%,4%,neutral,100%,2.436573725194671%,9383.515088504817,122.42569798859202
2022-12-01,0%,4%,neutral,100%,-2.6728788621873516%,9375.248810220726,119.15340738516961
2022-12-02,0%,4%,neutral,100%,-0.20156210632400287%,9374.642110897124,118.91323926748724
2022-12-05,0%,4%,neutral,100%,-1.7167381974248996%,9369.485166646498,116.87181026718702
2022-12-06,0%,4%,neutral,100%,0.5394297456974175%,9371.077752370957,117.50225157610329
2022-12-07,0%,4%,neutral,100%,-2.0183955033214147%,9365.086596550378,115.1305914139898
2022-12-08,-2%,4%,bear,50%,2.764015645371577%,9373.125362588118,118.31281897328132
2022-12-09,0%,4%,neutral,100%,-1.3194620654656133%,9371.153589786407,116.75172620834587
2022-12-12,0%,4%,neutral,100%,-0.38570326562098256%,9370.58480917053,116.30141098769141
2022-12-13,0%,4%,neutral,100%,2.0134228187919394%,9373.542468373094,118.64305013509458
2022-12-14,0%,4%,neutral,100%,-2.5050607287449442%,9369.788516308301,115.67096967877515
2022-12-15,0%,4%,neutral,100%,-1.8946275629379636%,9367.020450644362,113.47943560492345
2022-12-16,0%,4%,neutral,100%,-7.116402116402111%,9356.82031826629,105.4037826478535
2022-12-19,0%,4%,neutral,100%,-3.474793506123624%,9352.194235923816,101.74121885319724
2022-12-20,0%,4%,neutral,100%,2.7441723222189527%,9355.720675742257,104.53317322125488
2022-12-21,0%,4%,neutral,100%,-0.9477311889718624%,9354.469358387327,103.54247973581506
2022-12-22,0%,4%,neutral,100%,1.2467381849811614%,9356.09986281951,104.83338336835784
2022-12-23,0%,4%,neutral,100%,1.4604810996563555%,9358.033716913495,106.364455118583
2022-12-26,0%,4%,neutral,100%,3.2458368614168815%,9362.39436830189,109.81687181026717
2022-12-27,0%,4%,neutral,100%,0.46473482777473457%,9363.038986333218,110.32722906034222
2022-12-28,-2%,4%,bear,50%,-3.1836734693877515%,9358.602497529371,106.81477033923746
2022-12-29,0%,4%,neutral,100%,-3.850477796514893%,9356.005066050197,102.70189132392674
2022-12-30,0%,4%,neutral,100%,0.876936568254897%,9356.573846666075,103.60252176523566
2023-01-02,0%,4%,neutral,100%,0.8982903506230053%,9357.161586635815,104.53317322125488
2023-01-03,0%,4%,neutral,100%,-1.321079839172887%,9356.289456358136,103.15220654458122
2023-01-04,0%,4%,neutral,100%,1.0477299185098927%,9356.97199309719,104.23296307415193
2023-01-05,0%,4%,neutral,100%,-2.649769585253452%,9355.22773254183,101.4710297208046
2023-01-06,0%,4%,neutral,100%,1.8639053254437785%,9356.422171835173,103.36235364755332
2023-01-09,0%,4%,neutral,100%,1.3650885855358648%,9357.313261466716,104.77334133893727
2023-01-10,0%,4%,neutral,100%,0.4871060171919871%,9357.63557048238,105.28369858901235
2023-01-11,0%,4%,neutral,100%,6.301682349586543%,9361.825587686013,111.91834283998804
2023-01-12,2%,4%,bull,100%,0.5364806866952794%,9362.204774763264,112.51876313419397
2023-01-13,0%,4%,neutral,100%,2.9348986125933707%,9636.975992805941,115.82107475232665
2023-01-16,0%,4%,neutral,100%,-0.07776049766717652%,9629.482232313869,115.73101170819577
2023-01-17,-2%,4%,bear,50%,0.33722438391698256%,9661.955194446185,116.12128489942963
2023-01-18,0%,4%,neutral,100%,-2.2233712512926567%,9554.544627393137,113.53947763434407
2023-01-19,0%,4%,neutral,100%,3.8603913273400328%,9736.892799366917,117.92254578204746
2023-01-20,0%,4%,neutral,100%,5.117107942973526%,9987.933775851363,123.95676973881721
2023-01-23,0%,4%,neutral,100%,2.5429886170985734%,10119.074584462642,127.10897628339842
2023-01-24,0%,4%,neutral,100%,-3.684459140292868%,9924.236811668743,122.42569798859205
2023-01-25,0%,4%,neutral,100%,2.256007846983812%,10039.141139213862,125.18763134193938
2023-01-26,-2%,4%,bear,50%,-1.8705035971222959%,9941.722252816913,122.84599219453621
2023-01-27,0%,4%,neutral,100%,0.8797653958944261%,9964.203534293132,123.9267487241069
2023-01-30,0%,4%,neutral,100%,-4.699612403100768%,9843.054406337951,118.10267187030925
2023-01-31,0%,4%,neutral,100%,3.1265887137773203%,9919.8654513817,121.79525667967579
2023-02-01,0%,4%,neutral,100%,1.8240078876016803%,9966.076974416152,124.01681176823779
2023-02-02,-2%,4%,bear,50%,-0.7988380537400206%,9945.46913306295,123.02611828279797
2023-02-03,0%,4%,neutral,100%,0.4636408003904375%,9951.401693452508,123.59651756229361
2023-02-06,2%,4%,bull,100%,-4.785037648773378%,9889.890409413409,117.68237766436506
2023-02-07,0%,4%,neutral,100%,2.9591836734693877%,10182.550431732785,121.16481537075954
2023-02-08,0%,4%,neutral,100%,-1.511397423191277%,10028.651626892422,119.33353347343142
2023-02-09,0%,4%,neutral,100%,-3.9245283018867925%,9635.0743554974,114.65025517862506
2023-02-10,0%,4%,neutral,100%,-0.05236973029589774%,9630.028493043617,114.59021314920446
2023-02-13,0%,4%,neutral,100%,-2.9866387215090295%,9342.414333178023,111.1678174722306
2023-02-14,0%,4%,neutral,100%,3.132595193086686%,9635.0743554974,114.65025517862507
2023-02-15,0%,4%,neutral,100%,5.02749410840534%,10119.477151060506,120.41429000300215
2023-02-16,0%,4%,neutral,100%,-4.238344552480681%,9690.578842489005,115.31071750225162
2023-02-17,0%,4%,neutral,100%,2.8378026555584537%,9965.578346220143,118.58300810567404
2023-02-20,0%,4%,neutral,100%,0.8607594936708756%,10051.358007934443,119.60372260582415
2023-02-21,-2%,4%,bear,50%,-1.6315261044176583%,9887.367478186517,117.65235664965485
2023-02-22,-2%,4%,bear,50%,0.867568257208461%,9930.257309043667,118.67307114980494
2023-02-23,0%,4%,neutral,100%,-1.796104224639513%,9885.47527976635,116.54157910537383
2023-02-24,0%,4%,neutral,100%,-2.5502318392581054%,9823.032731900792,113.56949864905441
2023-02-27,0%,4%,neutral,100%,0.052868094105201685%,9824.294197514238,113.62954067847501
2023-02-28,0%,4%,neutral,100%,-0.6076618229854754%,9809.787342959615,112.93905734013816
2023-03-01,0%,4%,neutral,100%,1.940457203615106%,9855.830837850379,115.13059141398988
2023-03-02,0%,4%,neutral,100%,-1.6427640156453789%,9816.094671026842,113.23926748724114
2023-03-03,0%,4%,neutral,100%,0.0530222693531372%,9817.356136640288,113.29930951666174
2023-03-06,0%,4%,neutral,100%,-2.0932697403285685%,9767.528244909186,110.92764935454825
2023-03-07,0%,4%,neutral,100%,2.868741542625169%,9834.385922421803,114.10987691383977
2023-03-08,0%,4%,neutral,100%,2.3151802157327097%,9889.890409413409,116.75172620834594
2023-03-09,0%,4%,neutral,100%,-4.705579840575993%,9774.466305783139,111.25788051636154
2023-03-10,2%,4%,bull,100%,-0.16189962223421195%,9770.6819089428,111.07775442809977
2023-03-13,0%,4%,neutral,100%,0.6486486486486522%,9834.059305108916,111.7982587811469
2023-03-14,0%,4%,neutral,100%,0.0%,9834.059305108916,111.7982587811469
2023-03-15,0%,4%,neutral,100%,-3.625134264232012%,9477.561451674517,107.74542179525677
2023-03-16,0%,4%,neutral,100%,1.6160490387294588%,9630.723492409295,109.48664064845401
2023-03-17,0%,4%,neutral,100%,4.140389361118728%,10029.472943287772,114.0198138697089
2023-03-20,0%,4%,neutral,100%,-1.6850974196945805%,9860.466553511464,112.09846892824987
2023-03-21,0%,4%,neutral,100%,25.763256561328333%,12400.843849836592,140.97868507955582
2023-03-22,0%,4%,neutral,100%,-10.28534923339012%,11125.373751993518,126.47853497448226
2023-03-23,0%,4%,neutral,100%,5.340612390220737%,11719.53684105085,133.23326328429914
