date,rendement_predit,vol_empirique,prediction,alpha(expo_crypto),rendement_observe,valeur_portefeuille,valeur_crypto
2022-11-04,-2%,4%,bear,50%,0.028625020388191036,329.38034393200246,0.12613
2022-11-07,-2%,4%,bear,50%,-0.11813208594307456,145.23497841733385,0.11123
2022-11-08,2%,4%,bull,100%,-0.2064191315292636,115.25570030475645,0.08827
2022-11-09,-2%,4%,bear,50%,-0.155998640534723,48.63798387166849,0.0745
2022-11-10,-2%,4%,bear,50%,0.20510067114093955,29.306833503344944,0.08978
2022-11-11,-2%,4%,bear,50%,-0.052238805970149294,13.887939757182119,0.08509
2022-11-14,-2%,4%,bear,50%,0.010106945587025518,7.014152204311924,0.08595
2022-11-15,-2%,4%,bear,50%,0.012914485165794076,3.552368184452566,0.08706
2022-11-16,-2%,4%,bear,50%,-0.01814840339995405,1.7439491868079793,0.08548
2022-11-17,-2%,4%,bear,50%,-0.009475900795507752,1.7274236973213803,0.08467
2022-11-18,-2%,4%,bear,50%,0.0008267391047596107,0.8644259130212222,0.08474
2022-11-21,-2%,4%,bear,50%,-0.11895208874203433,0.7616006451046077,0.07466
2022-11-22,-2%,4%,bear,50%,0.05491561746584517,0.4017122073964566,0.07876
2022-11-23,-2%,4%,bear,50%,0.04075672930421548,0.2090423415457564,0.08197
2022-11-24,-2%,4%,bear,50%,-0.006221788459192301,0.20774172431764446,0.08146
2022-11-25,-2%,4%,bear,50%,0.09869874785170629,0.11412278619217517,0.0895
2022-11-28,-2%,4%,bear,50%,0.06290502793296104,0.06065084162269064,0.09513
2022-11-29,0%,4%,neutral,100%,0.06654052349416584,0.06468658037462621,0.10146
2022-11-30,-2%,4%,bear,50%,0.05233589591957433,0.06807201051250583,0.10677
2022-12-01,-2%,4%,bear,50%,-0.04701695232743286,0.03243573601970342,0.10175
2022-12-02,2%,4%,bull,100%,0.003439803439803546,11594.968999682005,0.1021
2022-12-05,2%,4%,bull,100%,-0.0059745347698334506,11545.875781671386,0.10149
2022-12-06,2%,4%,bull,100%,-0.012809143758005681,11397.98299897188,0.10019
2022-12-07,0%,4%,neutral,100%,-0.04431579998003787,10892.87226421357,0.09575
2022-12-08,2%,4%,bull,100%,0.028407310704960942,11202.309471092536,0.09847
2022-12-09,-2%,4%,bear,50%,-0.01797501777191035,11000.947759263208,0.0967
2022-12-12,-2%,4%,bear,50%,-0.06628748707342291,10271.722576875647,0.09029
2022-12-13,-2%,4%,bear,50%,0.008417321962565172,5179.09148645768,0.09105
2022-12-14,-2%,4%,bear,50%,-0.030862163646348195,5019.253517463214,0.08824
2022-12-15,-2%,4%,bear,50%,-0.03841795104261114,4826.424081558858,0.08485
2022-12-16,0%,4%,neutral,100%,-0.10795521508544492,4305.3864317406005,0.07569
2022-12-19,-2%,4%,bear,50%,-0.05760338221693739,4057.381611521431,0.07133
2022-12-20,-2%,4%,bear,50%,0.04906771344455341,2128.234024885382,0.07483
2022-12-21,0%,4%,neutral,100%,-0.014566350394226824,2097.233422357986,0.07374
2022-12-22,0%,4%,neutral,100%,0.04217521019799286,2185.68468278019,0.07685
2022-12-23,0%,4%,neutral,100%,0.0046844502277163524,2195.923413890156,0.07721
2022-12-26,-2%,4%,bear,50%,-0.01981608599922291,1076.2044033364007,0.07568
2022-12-27,-2%,4%,bear,50%,-0.025898520084566612,1048.3323019814939,0.07372
2022-12-28,-2%,4%,bear,50%,-0.04503526858383056,500.56018759832597,0.0704
